mean_SFR mean_SFR_spi mean_SFR_ell mean_SSFR mean_SSFR_spi mean_SSFR_ell mean_e mean_e_spi mean_e_ell std_e std_e_spi std_e_ell split_fracs
5.712805e-01 7.914906e-01 7.204505e-03 2.660068e-10 3.693466e-10 1.297796e-12 1.930099e-01 1.871326e-01 2.080647e-01 1.924572e-01 1.595281e-01 2.577098e-01 3.903904e-01
3.065220e-01 5.947648e-01 5.784363e-03 1.547724e-10 3.016219e-10 1.557203e-12 1.721574e-01 1.663064e-01 1.782621e-01 1.892478e-01 1.547605e-01 2.193625e-01 9.584527e-01
4.496762e-01 6.185564e-01 1.836375e-02 2.388886e-10 3.313059e-10 2.859007e-12 1.978836e-01 1.872832e-01 2.249566e-01 1.951632e-01 1.600632e-01 2.625121e-01 3.915493e-01
1.195465e-01 3.929853e-01 4.862903e-03 6.164780e-11 2.039975e-10 1.944572e-12 1.820104e-01 1.588958e-01 1.917049e-01 1.946188e-01 1.430993e-01 2.117919e-01 2.384289e+00
2.599887e-01 4.059417e-01 3.235542e-02 2.034349e-10 3.321804e-10 2.639175e-12 2.056868e-01 1.936698e-01 2.244288e-01 2.010605e-01 1.629531e-01 2.479586e-01 6.411765e-01
1.126578e-01 2.925992e-01 6.154849e-03 8.435330e-11 2.240106e-10 1.693457e-12 1.939084e-01 1.720637e-01 2.068378e-01 1.986154e-01 1.430941e-01 2.241152e-01 1.689542e+00
1.943524e-01 3.383619e-01 5.385692e-03 1.425495e-10 2.490639e-10 2.783236e-12 1.970959e-01 1.845572e-01 2.135491e-01 1.919873e-01 1.672555e-01 2.191814e-01 7.620890e-01
4.544760e-01 6.277353e-01 2.235494e-02 2.337768e-10 3.267721e-10 1.839776e-12 1.946131e-01 1.905254e-01 2.048081e-01 1.899062e-01 1.663987e-01 2.383458e-01 4.009509e-01
1.107483e+00 1.309623e+00 6.568631e-02 7.362401e-10 8.786677e-10 2.190137e-12 2.829673e-01 2.731994e-01 3.333098e-01 2.558176e-01 2.359491e-01 3.358167e-01 1.940299e-01
7.417670e-01 1.301004e+00 3.300143e-02 1.781541e-10 3.169977e-10 2.186645e-12 1.866510e-01 1.812111e-01 1.935454e-01 1.873669e-01 1.605818e-01 2.164095e-01 7.890295e-01
1.925718e+00 2.435365e+00 1.885342e-01 1.173640e-09 1.517569e-09 1.322303e-12 3.012909e-01 2.896873e-01 3.408431e-01 3.036643e-01 2.814114e-01 3.668343e-01 2.933754e-01
4.595546e-01 6.055589e-01 6.344443e-03 2.867843e-10 3.786670e-10 1.572159e-12 2.021705e-01 1.954718e-01 2.229637e-01 1.839873e-01 1.615152e-01 2.395420e-01 3.221557e-01
2.994889e-01 6.639513e-01 6.973159e-03 1.273730e-10 2.837002e-10 1.905656e-12 1.714320e-01 1.602978e-01 1.803682e-01 1.801074e-01 1.485445e-01 2.014567e-01 1.245958e+00
4.980764e-01 6.170447e-01 1.455510e-02 3.050241e-10 3.796120e-10 1.877938e-12 2.278574e-01 2.202755e-01 2.586724e-01 2.175568e-01 1.920431e-01 2.976931e-01 2.460457e-01
1.304001e-01 3.316053e-01 4.892038e-03 8.614124e-11 2.212867e-10 1.839945e-12 2.030788e-01 1.816104e-01 2.164703e-01 2.186891e-01 1.561106e-01 2.489750e-01 1.603125e+00
6.790070e-01 1.118499e+00 1.258802e-02 6.262750e-10 1.037863e-09 2.168345e-12 4.674648e-01 3.495889e-01 6.462048e-01 4.134074e-01 3.440075e-01 4.445157e-01 6.594828e-01
3.730424e-01 5.092185e-01 9.905998e-03 2.320249e-10 3.183878e-10 1.723673e-12 2.009579e-01 1.956026e-01 2.152387e-01 1.949060e-01 1.695326e-01 2.497333e-01 3.750000e-01
1.359836e+00 1.917428e+00 4.551142e-02 2.412606e-10 3.429195e-10 1.636107e-12 2.106603e-01 2.191591e-01 1.906274e-01 1.724386e-01 1.739157e-01 1.672055e-01 4.242424e-01
9.386356e-01 1.188007e+00 6.866927e-02 6.029396e-10 7.750563e-10 2.486761e-12 3.286876e-01 2.861763e-01 4.769940e-01 3.401528e-01 2.943471e-01 4.345080e-01 2.866450e-01
1.448691e-01 2.498212e-01 8.838962e-03 1.386789e-10 2.433075e-10 3.068022e-12 2.073967e-01 2.068077e-01 2.081602e-01 1.871469e-01 1.705124e-01 2.067224e-01 7.715356e-01
9.293236e-01 1.254783e+00 1.335915e-02 3.276663e-10 4.437516e-10 9.588247e-13 1.982668e-01 1.934638e-01 2.117843e-01 2.050215e-01 1.672289e-01 2.852711e-01 3.553191e-01
2.730817e-01 4.474719e-01 1.335180e-02 1.618049e-10 2.689535e-10 2.221919e-12 2.286527e-01 2.119867e-01 2.534744e-01 2.190994e-01 1.789046e-01 2.660847e-01 6.714286e-01
4.332447e-01 6.126124e-01 1.346145e-02 2.041154e-10 2.904437e-10 2.076965e-12 1.858992e-01 1.818141e-01 1.954598e-01 1.665357e-01 1.435060e-01 2.105094e-01 4.272864e-01
2.970690e-01 4.444974e-01 1.974778e-02 2.133467e-10 3.249203e-10 3.470481e-12 2.698297e-01 2.581197e-01 2.918567e-01 2.678001e-01 2.286089e-01 3.279779e-01 5.316159e-01
5.975443e-01 6.838028e-01 9.068853e-03 4.005432e-10 4.586449e-10 4.160400e-12 2.335656e-01 2.300574e-01 2.574995e-01 1.998013e-01 1.913221e-01 2.487748e-01 1.465798e-01
3.191154e-01 4.671515e-01 5.119372e-03 2.239482e-10 3.287817e-10 1.588149e-12 1.781711e-01 1.710379e-01 1.933013e-01 1.619653e-01 1.434519e-01 1.946514e-01 4.714588e-01
1.987761e-01 3.139064e-01 5.000476e-03 1.388384e-10 2.198308e-10 2.520264e-12 2.342111e-01 2.179074e-01 2.616519e-01 1.963900e-01 1.689899e-01 2.328495e-01 5.941423e-01
1.559531e-01 2.568691e-01 8.168122e-03 1.245535e-10 2.076178e-10 2.911178e-12 2.175054e-01 2.021335e-01 2.400165e-01 1.985169e-01 1.752961e-01 2.264240e-01 6.828571e-01
5.526842e-01 7.081951e-01 4.522741e-02 2.662526e-10 3.470578e-10 2.572491e-12 1.871773e-01 1.983894e-01 1.505904e-01 1.672496e-01 1.711169e-01 1.481674e-01 3.064516e-01
5.581630e-01 7.221107e-01 4.810360e-02 2.308884e-10 3.042662e-10 2.601824e-12 1.894994e-01 1.940003e-01 1.754967e-01 1.840931e-01 1.868249e-01 1.745817e-01 3.214286e-01
1.748918e+00 2.297511e+00 4.882599e-02 4.732145e-10 6.252576e-10 2.031428e-12 2.351120e-01 2.322842e-01 2.438752e-01 2.097148e-01 1.975581e-01 2.433562e-01 3.226837e-01
4.314483e-01 5.669839e-01 1.810227e-02 2.820628e-10 3.735574e-10 3.029947e-12 2.036412e-01 2.007559e-01 2.124407e-01 1.803592e-01 1.549715e-01 2.416398e-01 3.278986e-01
1.780556e-01 3.451223e-01 1.038348e-02 1.218036e-10 2.405203e-10 2.656809e-12 2.140768e-01 2.001549e-01 2.280492e-01 2.229374e-01 1.737175e-01 2.624984e-01 9.963899e-01
3.721921e-01 6.869255e-01 1.154853e-02 1.701604e-10 3.169282e-10 1.983505e-12 1.811250e-01 1.834817e-01 1.784246e-01 1.892894e-01 1.763169e-01 2.031046e-01 8.726994e-01
1.731915e-01 3.275136e-01 4.113348e-03 1.113203e-10 2.106798e-10 2.460334e-12 1.890580e-01 1.749230e-01 2.045446e-01 1.787058e-01 1.505717e-01 2.040263e-01 9.127273e-01
3.695172e-01 5.716304e-01 7.817836e-03 2.052553e-10 3.188819e-10 1.910346e-12 1.685305e-01 1.628827e-01 1.786378e-01 1.644468e-01 1.456297e-01 1.931976e-01 5.587879e-01
1.898549e-01 3.331925e-01 4.857765e-03 1.431287e-10 2.525173e-10 1.947191e-12 1.965673e-01 1.766681e-01 2.222500e-01 2.200172e-01 1.749202e-01 2.649977e-01 7.748092e-01
5.213830e-01 8.243349e-01 3.802148e-02 1.611642e-10 2.600175e-10 3.443225e-12 1.891145e-01 1.781975e-01 2.065325e-01 1.932417e-01 1.560167e-01 2.399838e-01 6.267606e-01
1.883333e+00 2.235749e+00 3.981500e-01 5.042529e-10 6.230770e-10 3.494314e-12 2.773526e-01 2.803508e-01 2.647174e-01 2.337579e-01 2.287995e-01 2.532010e-01 2.372881e-01
2.228941e-01 3.150207e-01 1.879850e-02 2.120518e-10 3.054789e-10 5.074613e-12 2.675965e-01 2.668504e-01 2.692496e-01 2.284906e-01 2.169182e-01 2.522362e-01 4.513889e-01
2.514928e+00 3.419163e+00 1.789867e-01 6.318548e-10 8.751149e-10 3.432939e-12 2.512855e-01 2.397945e-01 2.809705e-01 2.467620e-01 2.258589e-01 2.918743e-01 3.870968e-01
1.104966e+00 1.607688e+00 2.925010e-02 1.991880e-10 2.912181e-10 2.263365e-12 2.068436e-01 2.110236e-01 1.978993e-01 1.789238e-01 1.712770e-01 1.939753e-01 4.673367e-01
2.737375e-01 3.857235e-01 1.551095e-02 2.226358e-10 3.174934e-10 3.905254e-12 2.796142e-01 2.409268e-01 3.688226e-01 2.593642e-01 1.960029e-01 3.498445e-01 4.336735e-01
1.910833e-01 3.142348e-01 5.889555e-03 2.012395e-10 3.334318e-10 2.450360e-12 2.316405e-01 2.198938e-01 2.493050e-01 2.284539e-01 1.950009e-01 2.701371e-01 6.649874e-01
1.727696e-01 4.682626e-01 5.818683e-03 8.496654e-11 2.318603e-10 1.972869e-12 1.683058e-01 1.565113e-01 1.749696e-01 1.846336e-01 1.316394e-01 2.084134e-01 1.769939e+00
3.085384e-01 6.066221e-01 5.057703e-03 1.706840e-10 3.367675e-10 1.593392e-12 1.928946e-01 1.855800e-01 2.003417e-01 2.071233e-01 1.588299e-01 2.465425e-01 9.822161e-01
2.583638e-01 5.182675e-01 5.698892e-03 1.345123e-10 2.710975e-10 1.731171e-12 1.779070e-01 1.748005e-01 1.809270e-01 1.865335e-01 1.594994e-01 2.094527e-01 1.028649e+00
2.005948e-01 3.712797e-01 9.294205e-03 1.527744e-10 2.869734e-10 2.366654e-12 1.852044e-01 1.781446e-01 1.931169e-01 1.839587e-01 1.618321e-01 2.056638e-01 8.922345e-01
4.674593e-01 5.644731e-01 2.172028e-02 4.004871e-10 4.870405e-10 2.808997e-12 2.395263e-01 2.391439e-01 2.412836e-01 2.216093e-01 2.114182e-01 2.634068e-01 2.176471e-01
1.534054e-01 3.727109e-01 5.897529e-03 9.500144e-11 2.329655e-10 2.204909e-12 1.708331e-01 1.526243e-01 1.830807e-01 1.845645e-01 1.291912e-01 2.130183e-01 1.486737e+00
3.401154e-01 6.491381e-01 1.187485e-02 1.324095e-10 2.555633e-10 1.596866e-12 1.913294e-01 1.846933e-01 1.983782e-01 2.088497e-01 1.595246e-01 2.506429e-01 9.414520e-01
1.459247e-01 4.537364e-01 6.260837e-03 7.016374e-11 2.208089e-10 1.811285e-12 1.610146e-01 1.554160e-01 1.635549e-01 1.644094e-01 1.327556e-01 1.768552e-01 2.203947e+00
3.556908e-01 4.517907e-01 5.604085e-02 3.116610e-10 4.106278e-10 3.071892e-12 2.438021e-01 2.233838e-01 3.074686e-01 2.335035e-01 1.877873e-01 3.304917e-01 3.207071e-01
2.183415e-01 2.750584e-01 3.542965e-02 2.593000e-10 3.369186e-10 8.980040e-12 2.688179e-01 2.620003e-01 2.908046e-01 2.289361e-01 2.282364e-01 2.298042e-01 3.100775e-01
2.005248e-01 2.551453e-01 2.274028e-02 1.936297e-10 2.514874e-10 5.308611e-12 2.716862e-01 2.616786e-01 3.042600e-01 2.131525e-01 2.092722e-01 2.222210e-01 3.072289e-01
1.186504e-01 1.908608e-01 6.949889e-03 1.080566e-10 1.765097e-10 2.168369e-12 2.588238e-01 2.476981e-01 2.760338e-01 2.275460e-01 1.904176e-01 2.743984e-01 6.464646e-01
2.547139e+00 3.080876e+00 1.968213e-01 4.719385e-10 5.784839e-10 2.765231e-12 2.302741e-01 2.381353e-01 1.956575e-01 1.991385e-01 1.964255e-01 2.071508e-01 2.270916e-01
5.496741e-01 6.716595e-01 4.524784e-02 3.106138e-10 3.852951e-10 1.796653e-12 2.096260e-01 2.006343e-01 2.468080e-01 1.890163e-01 1.568461e-01 2.828778e-01 2.418301e-01
4.029540e-01 6.816764e-01 1.924210e-02 3.569747e-10 6.145846e-10 2.327781e-12 2.816433e-01 2.477796e-01 3.282628e-01 3.065826e-01 2.555252e-01 3.602099e-01 7.263844e-01
6.513541e-01 9.605498e-01 1.174338e-02 4.215717e-10 6.248579e-10 1.048417e-12 2.678513e-01 2.328934e-01 3.401660e-01 2.621308e-01 1.926103e-01 3.554609e-01 4.834123e-01
2.014577e-01 4.337490e-01 8.102783e-03 1.113350e-10 2.429693e-10 1.765149e-12 1.696817e-01 1.632422e-01 1.750418e-01 1.777320e-01 1.307331e-01 2.087890e-01 1.201373e+00
2.377887e-01 4.293983e-01 6.782750e-03 1.457138e-10 2.649564e-10 1.953955e-12 1.681234e-01 1.518578e-01 1.877334e-01 1.803563e-01 1.370122e-01 2.200210e-01 8.294574e-01
7.325482e-01 9.422710e-01 6.609597e-02 6.436675e-10 8.449316e-10 4.094663e-12 3.500267e-01 3.163574e-01 4.570201e-01 3.321698e-01 2.959783e-01 4.093033e-01 3.146853e-01
1.031751e-01 1.912881e-01 1.557437e-02 1.557235e-10 3.088446e-10 3.492598e-12 2.565393e-01 2.251864e-01 2.877100e-01 2.506896e-01 1.975537e-01 2.908191e-01 1.005848e+00
9.169862e-02 3.822570e-01 4.261083e-03 4.765048e-11 2.001073e-10 1.771764e-12 1.661359e-01 1.490831e-01 1.712676e-01 1.817745e-01 1.294691e-01 1.944921e-01 3.323040e+00
8.618217e-02 2.496681e-01 2.867218e-03 8.115428e-11 2.370706e-10 1.696902e-12 1.897393e-01 1.848526e-01 1.922296e-01 2.021056e-01 1.501067e-01 2.239681e-01 1.962264e+00
3.055280e-01 4.467762e-01 1.889242e-02 2.021375e-10 3.001868e-10 3.165733e-12 2.289760e-01 2.222189e-01 2.426882e-01 2.241079e-01 1.858131e-01 2.860058e-01 4.927798e-01
2.729159e-01 4.084366e-01 6.172154e-03 2.012566e-10 3.025559e-10 1.870443e-12 1.846881e-01 1.778847e-01 1.980791e-01 1.922023e-01 1.546250e-01 2.496472e-01 5.080559e-01
5.057040e-01 7.402842e-01 4.187638e-03 2.594233e-10 3.799680e-10 1.706819e-12 2.370276e-01 2.354142e-01 2.404770e-01 2.263537e-01 1.967242e-01 2.793184e-01 4.677419e-01
3.193015e-01 4.710599e-01 1.453562e-02 1.901313e-10 2.839114e-10 1.799285e-12 1.809014e-01 1.880165e-01 1.666126e-01 1.775565e-01 1.727798e-01 1.859600e-01 4.979508e-01
1.951289e-01 3.158537e-01 1.107301e-02 1.719928e-10 2.829621e-10 2.810134e-12 2.269434e-01 2.000884e-01 2.678864e-01 2.518780e-01 1.918253e-01 3.182612e-01 6.559140e-01
2.219850e+00 2.877728e+00 1.008714e-01 5.693149e-10 7.448752e-10 3.847403e-12 2.353562e-01 2.291686e-01 2.552862e-01 1.939659e-01 1.931835e-01 1.951354e-01 3.104693e-01
3.634506e-01 4.672022e-01 1.293855e-02 2.928943e-10 3.788622e-10 2.462601e-12 2.065718e-01 2.079198e-01 2.020178e-01 1.858597e-01 1.747895e-01 2.191001e-01 2.960000e-01
1.327098e-01 3.991260e-01 6.565770e-03 7.401698e-11 2.260863e-10 2.014438e-12 1.772169e-01 1.607155e-01 1.850301e-01 1.964870e-01 1.443429e-01 2.164072e-01 2.112000e+00
1.618337e+00 1.816186e+00 2.542198e-01 5.164287e-10 5.905372e-10 5.469784e-12 2.303496e-01 2.202353e-01 3.000854e-01 2.026842e-01 1.796998e-01 3.100150e-01 1.450382e-01
4.550289e-01 5.711073e-01 2.424902e-02 3.268286e-10 4.140375e-10 3.186952e-12 2.470095e-01 2.389911e-01 2.767668e-01 2.223368e-01 2.005337e-01 2.872728e-01 2.694611e-01
1.172412e-01 2.118264e-01 4.293437e-03 1.053539e-10 1.911774e-10 2.868643e-12 2.304338e-01 2.214308e-01 2.411846e-01 2.132299e-01 1.759310e-01 2.501758e-01 8.374233e-01
4.172143e-01 5.177257e-01 2.668587e-02 4.372827e-10 5.492130e-10 2.386544e-12 2.605154e-01 2.522721e-01 2.925438e-01 2.659635e-01 2.460786e-01 3.301634e-01 2.573727e-01
2.457678e-01 3.499486e-01 3.186469e-02 3.094938e-10 4.577536e-10 5.088023e-12 2.944944e-01 2.967800e-01 2.898017e-01 2.528396e-01 2.407430e-01 2.759602e-01 4.870466e-01
2.011473e-01 3.823274e-01 6.880289e-03 1.375520e-10 2.639792e-10 1.992717e-12 1.767631e-01 1.689166e-01 1.851764e-01 1.779554e-01 1.483091e-01 2.047011e-01 9.326347e-01
3.174461e-01 6.266912e-01 7.325146e-03 1.852084e-10 3.676815e-10 2.218465e-12 1.847246e-01 1.917745e-01 1.776547e-01 1.811769e-01 1.656642e-01 1.952458e-01 9.971751e-01
3.376876e-01 5.216823e-01 1.224036e-02 1.973364e-10 3.076433e-10 2.227018e-12 1.909142e-01 1.772962e-01 2.150015e-01 2.011301e-01 1.471120e-01 2.698488e-01 5.653595e-01
1.379067e-01 2.870772e-01 4.921078e-03 1.134965e-10 2.378513e-10 2.634197e-12 1.941184e-01 1.776269e-01 2.088206e-01 1.703563e-01 1.431938e-01 1.901458e-01 1.121704e+00
5.891899e-01 8.397967e-01 3.995563e-02 1.986629e-10 2.881173e-10 2.613104e-12 1.659918e-01 1.674316e-01 1.628362e-01 1.535393e-01 1.464642e-01 1.679633e-01 4.562842e-01
6.777922e-01 7.897908e-01 4.313304e-02 3.045245e-10 3.576938e-10 3.231319e-12 2.061290e-01 2.037229e-01 2.197631e-01 1.684851e-01 1.653418e-01 1.847016e-01 1.764706e-01
1.774857e-01 4.522544e-01 3.312749e-03 1.096469e-10 2.799468e-10 1.695506e-12 1.714323e-01 1.596884e-01 1.788766e-01 1.859008e-01 1.451458e-01 2.072887e-01 1.577562e+00
2.528456e-01 6.193511e-01 6.311376e-03 1.062065e-10 2.619805e-10 1.423304e-12 1.643198e-01 1.559233e-01 1.699678e-01 1.862935e-01 1.456599e-01 2.090433e-01 1.486631e+00
2.118745e-01 5.588448e-01 1.159696e-02 1.086679e-10 2.939141e-10 1.740438e-12 1.677109e-01 1.707351e-01 1.659653e-01 1.877389e-01 1.595177e-01 2.022234e-01 1.732448e+00
8.774212e-01 1.014103e+00 1.468255e-01 7.556994e-10 8.964793e-10 3.197394e-12 3.059395e-01 2.770225e-01 4.605079e-01 3.272283e-01 2.942426e-01 4.339272e-01 1.870824e-01
1.722943e-01 6.327893e-01 5.204950e-03 5.795491e-11 2.133247e-10 1.579387e-12 1.822939e-01 1.518388e-01 1.933445e-01 2.252831e-01 1.262051e-01 2.508583e-01 2.755981e+00
8.496929e-02 2.627854e-01 5.426059e-03 6.763542e-11 2.142512e-10 2.049162e-12 1.852714e-01 1.872902e-01 1.843684e-01 1.979329e-01 1.832207e-01 2.041648e-01 2.235465e+00
3.416061e-01 6.060833e-01 7.483185e-03 1.767759e-10 3.150646e-10 2.071156e-12 1.881212e-01 1.916696e-01 1.836384e-01 1.878729e-01 1.714707e-01 2.066551e-01 7.915567e-01
1.108534e+00 1.347031e+00 6.676689e-02 3.347871e-10 4.109326e-10 2.179534e-12 2.092789e-01 2.111758e-01 2.009932e-01 1.821893e-01 1.802059e-01 1.903893e-01 2.289348e-01
2.829510e-01 4.707880e-01 6.952398e-03 1.775014e-10 2.969285e-10 2.020780e-12 1.770917e-01 1.707690e-01 1.863820e-01 1.852086e-01 1.492255e-01 2.276824e-01 6.805721e-01
2.160503e-01 2.605961e-01 2.778100e-02 2.753679e-10 3.394807e-10 4.400506e-12 2.362818e-01 2.233380e-01 2.909877e-01 2.310265e-01 2.014694e-01 3.220250e-01 2.366071e-01
6.200908e-01 7.418752e-01 4.923379e-03 5.292717e-10 6.329696e-10 5.464261e-12 2.588314e-01 2.529745e-01 2.884163e-01 2.491296e-01 2.509783e-01 2.373746e-01 1.979695e-01
3.800034e-01 5.373011e-01 6.658211e-02 2.490806e-10 3.725123e-10 3.138152e-12 2.339129e-01 2.254563e-01 2.507630e-01 2.096477e-01 1.887217e-01 2.452267e-01 5.018727e-01
3.904128e-01 5.193016e-01 6.477230e-03 2.379548e-10 3.171599e-10 2.017791e-12 1.810937e-01 1.865353e-01 1.648840e-01 1.663157e-01 1.679180e-01 1.603577e-01 3.357041e-01
1.960271e+00 2.323924e+00 2.650057e-01 4.177801e-10 5.066902e-10 3.301951e-12 2.346132e-01 2.329453e-01 2.423887e-01 2.049537e-01 2.020147e-01 2.179643e-01 2.145110e-01
3.555370e-01 5.293888e-01 1.022784e-02 3.083870e-10 4.627886e-10 1.710349e-12 2.168089e-01 2.102314e-01 2.298731e-01 2.100572e-01 1.785277e-01 2.611559e-01 5.034674e-01
3.425208e-01 5.289689e-01 7.197773e-03 2.144433e-10 3.325023e-10 2.116780e-12 1.765654e-01 1.726785e-01 1.835558e-01 1.684342e-01 1.440244e-01 2.049662e-01 5.560254e-01
2.160486e-01 4.678407e-01 1.008479e-02 1.323826e-10 2.924169e-10 1.475829e-12 1.963723e-01 1.773987e-01 2.118925e-01 2.356788e-01 1.682567e-01 2.780045e-01 1.222506e+00
4.094332e-01 5.879600e-01 8.912271e-03 2.333923e-10 3.363702e-10 2.363514e-12 2.136820e-01 2.065033e-01 2.297872e-01 1.911297e-01 1.656819e-01 2.377531e-01 4.457364e-01
1.421029e+00 1.696875e+00 1.759946e-01 6.720374e-10 8.202812e-10 2.937341e-12 2.983564e-01 3.028102e-01 2.782543e-01 2.629751e-01 2.488055e-01 3.184226e-01 2.215569e-01
6.747553e-02 2.845822e-01 4.101175e-03 4.816141e-11 2.077788e-10 1.568414e-12 1.882814e-01 1.730340e-01 1.927322e-01 2.090677e-01 1.693639e-01 2.191062e-01 3.425781e+00
1.920791e-01 5.704143e-01 4.188708e-03 8.488844e-11 2.532274e-10 1.287247e-12 1.626140e-01 1.498091e-01 1.689732e-01 1.760878e-01 1.384227e-01 1.917501e-01 2.013595e+00
2.930524e-01 5.694590e-01 1.104657e-02 1.521252e-10 2.993452e-10 1.922763e-12 1.809444e-01 1.823274e-01 1.795334e-01 1.811576e-01 1.630406e-01 1.979300e-01 9.801444e-01
1.306397e-01 2.903048e-01 6.829334e-03 1.020079e-10 2.302395e-10 2.572248e-12 1.928352e-01 1.803802e-01 2.024932e-01 2.156534e-01 1.555299e-01 2.521867e-01 1.289593e+00
2.603113e-01 4.631702e-01 1.496567e-02 1.464323e-10 2.662261e-10 1.548846e-12 2.128993e-01 1.965335e-01 2.326927e-01 2.357000e-01 1.775825e-01 2.896347e-01 8.268293e-01
1.158818e-01 1.988422e-01 1.162674e-02 1.130659e-10 2.003716e-10 3.350072e-12 2.369787e-01 2.404450e-01 2.326226e-01 2.233988e-01 2.052721e-01 2.442088e-01 7.957447e-01
2.400685e-01 4.313923e-01 1.743698e-02 2.925785e-10 5.409977e-10 3.508926e-12 2.814196e-01 2.185146e-01 3.546182e-01 3.052433e-01 1.945353e-01 3.841800e-01 8.593750e-01
3.535348e-01 5.404038e-01 7.946852e-03 2.029893e-10 3.115270e-10 2.264127e-12 1.775073e-01 1.679410e-01 1.951987e-01 1.787879e-01 1.515994e-01 2.193061e-01 5.407279e-01
2.085232e+00 2.569808e+00 4.805733e-01 1.101162e-09 1.433068e-09 2.065633e-12 3.153878e-01 2.662727e-01 4.780312e-01 3.309530e-01 2.870653e-01 4.060875e-01 3.019802e-01
3.317249e-01 5.890721e-01 8.176166e-03 1.766712e-10 3.156228e-10 1.974733e-12 2.077533e-01 2.099800e-01 2.049538e-01 2.018818e-01 1.640422e-01 2.411442e-01 7.953890e-01
2.256306e-01 3.172714e-01 1.570901e-02 1.657428e-10 2.361751e-10 4.403758e-12 2.449345e-01 2.343561e-01 2.691662e-01 2.021610e-01 1.904455e-01 2.248595e-01 4.365482e-01
2.022663e-01 4.039974e-01 3.439609e-03 1.354702e-10 2.712603e-10 1.635195e-12 1.936034e-01 1.673151e-01 2.195132e-01 2.146465e-01 1.437421e-01 2.641327e-01 1.014608e+00
4.199795e-01 6.685218e-01 1.234294e-02 1.680472e-10 2.695292e-10 1.605459e-12 1.851396e-01 1.846843e-01 1.858863e-01 1.824761e-01 1.675160e-01 2.046561e-01 6.097152e-01
2.864319e-01 3.554901e-01 2.238600e-02 2.197175e-10 2.763145e-10 3.317115e-12 2.008723e-01 1.894424e-01 2.445748e-01 1.918839e-01 1.651716e-01 2.662292e-01 2.615385e-01
1.673258e-01 2.058114e-01 1.003697e-02 2.444334e-10 3.030579e-10 4.837797e-12 2.440522e-01 2.336256e-01 2.866651e-01 2.076721e-01 1.943623e-01 2.504733e-01 2.446809e-01
4.233251e-01 5.302451e-01 9.311368e-03 2.673508e-10 3.358591e-10 2.074373e-12 2.062177e-01 2.047502e-01 2.119000e-01 1.879237e-01 1.755246e-01 2.296182e-01 2.582524e-01
1.634025e+00 1.939459e+00 4.709240e-02 5.327235e-10 6.349340e-10 1.673340e-12 2.290381e-01 2.267933e-01 2.407012e-01 2.183333e-01 2.130543e-01 2.435969e-01 1.924686e-01
1.696841e+00 2.011468e+00 2.786731e-01 6.560026e-10 8.008943e-10 2.908631e-12 2.528070e-01 2.360817e-01 3.281956e-01 2.597979e-01 2.275714e-01 3.624167e-01 2.218543e-01
3.285637e-01 5.021408e-01 5.233667e-03 2.284381e-10 3.501806e-10 1.663085e-12 1.920551e-01 1.832660e-01 2.084269e-01 1.969898e-01 1.537367e-01 2.581685e-01 5.368421e-01
6.015146e-01 8.701208e-01 3.894041e-02 2.358053e-10 3.478664e-10 1.102381e-12 2.187615e-01 1.930768e-01 2.725561e-01 2.328846e-01 1.754504e-01 3.147680e-01 4.774590e-01
1.303240e-01 2.952086e-01 4.987276e-03 1.273236e-10 2.922617e-10 1.946242e-12 2.887238e-01 2.411887e-01 3.248575e-01 3.078825e-01 2.067584e-01 3.623926e-01 1.315534e+00
1.805866e-01 4.567166e-01 7.076275e-03 9.185454e-11 2.352814e-10 1.730239e-12 1.624261e-01 1.569940e-01 1.658394e-01 1.665842e-01 1.390416e-01 1.816852e-01 1.591433e+00
1.688247e-01 2.807903e-01 5.324405e-03 1.566331e-10 2.617918e-10 3.072473e-12 2.183988e-01 2.097443e-01 2.310369e-01 2.099468e-01 1.681354e-01 2.586364e-01 6.848030e-01
4.850294e-02 2.058953e-01 4.988594e-03 2.931298e-11 1.286708e-10 1.843465e-12 2.116285e-01 1.918459e-01 2.170978e-01 2.229568e-01 1.617706e-01 2.368116e-01 3.617021e+00
3.168640e-01 5.308051e-01 1.343118e-02 1.759501e-10 2.985585e-10 2.054548e-12 1.724399e-01 1.682676e-01 1.783574e-01 1.738251e-01 1.462993e-01 2.065262e-01 7.050691e-01
2.256967e-01 5.742655e-01 7.165684e-03 1.238691e-10 3.190924e-10 1.476215e-12 1.738464e-01 1.659381e-01 1.788045e-01 2.001343e-01 1.492016e-01 2.261521e-01 1.595054e+00
1.114479e-01 4.312513e-01 4.637398e-03 5.249863e-11 2.043804e-10 1.771911e-12 1.669443e-01 1.540097e-01 1.712643e-01 1.842435e-01 1.399131e-01 1.966483e-01 2.994118e+00
3.316343e-01 5.480778e-01 1.616068e-02 1.542518e-10 2.586691e-10 2.060066e-12 1.708299e-01 1.628373e-01 1.824796e-01 1.827802e-01 1.460027e-01 2.253973e-01 6.860902e-01
2.840410e-01 4.806575e-01 9.556709e-03 1.382530e-10 2.358735e-10 1.970899e-12 1.842205e-01 1.845395e-01 1.837751e-01 1.884533e-01 1.643463e-01 2.176867e-01 7.163121e-01
