# rnom	meanr	meanlogr	wgplus	wgcross	noise	DSpairs	RSpairs
4.214638316377757876e-01 4.438950126250294503e-01 -8.291330742478512095e-01 1.627222953161539198e+00 2.613640142067600314e-01 0.000000000000000000e+00 7.381500000000000000e+04 1.065500000000000000e+04
8.318373641252689854e-01 8.712407096543667295e-01 -1.558074660318268523e-01 1.454194577065828220e+00 8.260936976693727951e-02 0.000000000000000000e+00 1.284310000000000000e+05 4.036100000000000000e+04
1.641785957447399635e+00 1.742746740767478153e+00 5.374849224707095585e-01 3.693666513357333203e-01 -2.303583803340025216e-01 0.000000000000000000e+00 2.769800000000000000e+05 1.484170000000000000e+05
3.240370349203930189e+00 3.504929078078395488e+00 1.236019467953157314e+00 6.033022445316992000e-02 -1.857582207442368405e-01 0.000000000000000000e+00 6.876900000000000000e+05 5.201670000000000000e+05
6.395474362763517995e+00 6.897606651879833350e+00 1.914356030001939990e+00 -1.269951666834534879e-02 3.945626248410670327e-03 0.000000000000000000e+00 2.008234000000000000e+06 1.798450000000000000e+06
1.262265973234014460e+01 1.279371261862775988e+01 2.530998504629403012e+00 8.505528910159558531e-02 -3.294121684317116022e-02 0.000000000000000000e+00 3.616833000000000000e+06 3.996903000000000000e+06
2.491316979489749883e+01 2.133388966514840490e+01 3.053763680366679445e+00 9.129576066292292846e-02 -1.165106233365463262e-01 0.000000000000000000e+00 1.316866000000000000e+06 1.675996000000000000e+06
