# rnom	meanr	meanlogr	wgplus	wgcross	noise	DSpairs	RSpairs
4.214638316377757876e-01 4.414459099866955838e-01 -8.349750187455103889e-01 1.201420205062469160e+00 -1.481677821887229518e-01 0.000000000000000000e+00 1.435590000000000000e+05 2.444800000000000000e+04
8.318373641252689854e-01 8.916690358998728971e-01 -1.325038385847428501e-01 6.701193327826583390e-01 -1.016767388083458235e-01 0.000000000000000000e+00 2.685460000000000000e+05 9.142200000000000000e+04
1.641785957447399635e+00 1.757490850192767295e+00 5.468307221446419009e-01 2.641905805132254148e-01 1.961217995221520849e-01 0.000000000000000000e+00 7.110700000000000000e+05 3.387710000000000000e+05
3.240370349203930189e+00 3.451664801292054552e+00 1.221554621794173068e+00 1.030713228520352270e-01 -6.881540935381541546e-02 0.000000000000000000e+00 1.793590000000000000e+06 1.208265000000000000e+06
6.395474362763517995e+00 6.868919505743988907e+00 1.910389527286881162e+00 1.002425995280728510e-01 -3.008261659229992564e-03 0.000000000000000000e+00 5.003637000000000000e+06 3.817631000000000000e+06
1.262265973234014460e+01 1.338402525995694248e+01 2.576160312992332724e+00 7.725946515169976325e-02 -1.520967778234627032e-01 0.000000000000000000e+00 1.051615200000000000e+07 8.743268000000000000e+06
2.491316979489749883e+01 2.116884162244851098e+01 3.045875847473173970e+00 1.291370709256631777e-01 -3.441479781566518792e-01 0.000000000000000000e+00 4.830150000000000000e+06 4.597938000000000000e+06
