# rnom	meanr	meanlogr	wgplus	wgcross	noise	DSpairs	RSpairs
4.214638316377757876e-01 4.490168551707555689e-01 -8.173751096939549932e-01 2.174718832306999500e-02 -3.632493386846367134e-01 0.000000000000000000e+00 3.128390000000000000e+05 6.372600000000000000e+04
8.318373641252689854e-01 8.887046769706390403e-01 -1.353193852710327383e-01 -1.187007670287371086e-01 -6.902337811280444269e-02 0.000000000000000000e+00 7.072200000000000000e+05 2.444350000000000000e+05
1.641785957447399635e+00 1.759452402273457672e+00 5.483049570816669327e-01 1.644033617612323805e-01 5.932885328204109271e-02 0.000000000000000000e+00 1.830103000000000000e+06 9.053570000000000000e+05
3.240370349203930189e+00 3.473721074183039992e+00 1.228041383062099312e+00 7.959492420234801080e-02 1.347993416547423225e-02 0.000000000000000000e+00 4.158351000000000000e+06 3.132111000000000000e+06
6.395474362763517995e+00 6.850061734419470305e+00 1.906796846111649346e+00 6.129796628921992119e-02 3.669650894288727788e-02 0.000000000000000000e+00 1.036483700000000000e+07 1.001068200000000000e+07
1.262265973234014460e+01 1.330098608192869314e+01 2.570703313647932031e+00 6.016562553057305286e-03 -4.413236345418271311e-02 0.000000000000000000e+00 2.409737500000000000e+07 2.319040100000000000e+07
2.491316979489749883e+01 2.090073051785267566e+01 3.034092852361040649e+00 -2.106913519034115875e-02 -1.078488542087126245e-01 0.000000000000000000e+00 1.112985300000000000e+07 1.209548000000000000e+07
