# rnom	meanr	meanlogr	wgplus	wgcross	noise	DSpairs	RSpairs
4.214638316377757876e-01 4.402096254649032203e-01 -8.374890590539165736e-01 3.547005964547225609e+00 -4.976440374290373114e+00 0.000000000000000000e+00 6.076420000000000000e+05 1.808000000000000000e+04
8.318373641252689854e-01 8.475027512473971569e-01 -1.836964627610439271e-01 2.894424360905472615e-01 -3.625831789041252806e-01 0.000000000000000000e+00 7.307700000000000000e+05 6.862700000000000000e+04
1.641785957447399635e+00 1.760543952402780166e+00 5.473321411694441752e-01 7.113805447313137353e-01 5.531897166561720036e-01 0.000000000000000000e+00 9.816640000000000000e+05 2.621500000000000000e+05
3.240370349203930189e+00 3.443002104285936671e+00 1.220443441684110120e+00 4.875435462710951164e-03 7.057801850861412929e-02 0.000000000000000000e+00 2.278648000000000000e+06 9.301160000000000000e+05
6.395474362763517995e+00 6.356567085902672609e+00 1.828867787205997075e+00 1.262475282079096872e-01 3.888222979399164059e-02 0.000000000000000000e+00 2.602457000000000000e+06 2.977741000000000000e+06
1.262265973234014460e+01 1.357129021167175864e+01 2.589841277142355125e+00 3.957017573968159979e-02 1.496049307743531776e-03 0.000000000000000000e+00 4.939161000000000000e+06 6.853429000000000000e+06
2.491316979489749883e+01 2.102808184484708320e+01 3.042889004434281564e+00 -3.504217634394721226e-01 -1.974307125606620805e-01 0.000000000000000000e+00 5.552830000000000000e+06 3.295586000000000000e+06
