# rnom	meanr	meanlogr	wgplus	wgcross	noise	DSpairs	RSpairs
4.214638316377757876e-01 4.478498484696431525e-01 -8.207302127273331527e-01 1.144579682178300528e+00 3.412752354712748626e-01 0.000000000000000000e+00 1.132390000000000000e+05 2.928700000000000000e+04
8.318373641252689854e-01 8.962297800239018564e-01 -1.263448248800829454e-01 2.085358592117975418e-01 -3.291015808060875902e-01 0.000000000000000000e+00 2.949900000000000000e+05 1.110290000000000000e+05
1.641785957447399635e+00 1.778829781808946686e+00 5.594490525570131600e-01 -3.762654400617208850e-02 -2.040531042950003426e-01 0.000000000000000000e+00 8.797870000000000000e+05 4.214610000000000000e+05
3.240370349203930189e+00 3.489245341848709270e+00 1.232123421666375451e+00 1.686578794081054489e-01 -7.235752705428227793e-02 0.000000000000000000e+00 2.425275000000000000e+06 1.584216000000000000e+06
6.395474362763517995e+00 6.834268072817173412e+00 1.904324963455862774e+00 3.183077032303054110e-02 3.453573907281116268e-02 0.000000000000000000e+00 5.952386000000000000e+06 5.382458000000000000e+06
1.262265973234014460e+01 1.292175293427926341e+01 2.542133889787447032e+00 -3.993764934586338522e-02 -5.589012372152155420e-03 0.000000000000000000e+00 1.224233600000000000e+07 1.137154100000000000e+07
2.491316979489749883e+01 2.026173741555902907e+01 3.003920244888151903e+00 -7.378039892400486272e-03 -3.067465654744263095e-02 0.000000000000000000e+00 2.880536000000000000e+06 3.623579000000000000e+06
